Algorithm	Maze	ComputedPath	OptimalPath	PathLengthRatio	Time	TimeSD	Start	End
BFS-PS	2	7.28011	7.28011	1.0	0.0	0.0	(23,27)	(21,20)
BFS-PS	2	7.335088	7.335088	1.0	0.0	0.0	(7,8)	(13,5)
BFS-PS	2	22.828426	22.090721	1.0333943367004395	0.0	0.0	(11,24)	(13,2)
BFS-PS	2	29.554897	27.792482	1.063413381576538	0.0	0.0	(25,30)	(19,4)
BFS-PS	2	1.4142135	1.4142135	1.0	0.0	0.0	(13,13)	(12,12)
BFS-PS	2	22.06702	21.790966	1.012668251991272	0.0	0.0	(23,2)	(25,23)
BFS-PS	2	10.162277	9.398346	1.0812835693359375	0.0	0.0	(6,25)	(6,30)
BFS-PS	2	18.45851	18.45851	1.0	0.0	0.0	(10,23)	(6,7)
BFS-PS	2	30.246212	30.246212	1.0	0.0	0.0	(4,0)	(4,30)
BFS-PS	2	9.261297	9.246211	1.0016316175460815	0.0	0.0	(16,18)	(8,21)
BFS-PS	2	9.0	9.0	1.0	0.0	0.0	(12,24)	(3,24)
BFS-PS	2	20.34432	19.302757	1.0539592504501343	0.0	0.0	(21,8)	(27,26)
BFS-PS	2	15.09902	13.909269	1.0855364799499512	1.6	5.059644256269407	(17,16)	(5,12)
BFS-PS	2	22.02069	20.451235	1.076741337776184	0.0	0.0	(19,21)	(6,15)
BFS-PS	2	11.0	11.0	1.0	0.0	0.0	(11,5)	(9,14)
BFS-PS	2	22.035667	16.643316	1.3239949941635132	0.0	0.0	(30,8)	(16,17)
BFS-PS	2	15.236068	11.87526	1.2830091714859009	0.0	0.0	(3,17)	(11,23)
BFS-PS	2	32.24762	26.314821	1.2254546880722046	0.0	0.0	(29,6)	(9,21)
BFS-PS	2	15.369317	15.369316	1.0000001192092896	0.0	0.0	(17,12)	(11,0)
BFS-PS	2	28.878302	28.2154	1.0234942436218262	0.0	0.0	(9,29)	(10,1)
BFS-PS	2	13.071068	10.046318	1.3010804653167725	0.0	0.0	(21,13)	(14,20)
BFS-PS	2	10.828427	10.828427	1.0	0.0	0.0	(19,24)	(17,14)
BFS-PS	2	24.799377	21.107674	1.174898624420166	0.0	0.0	(18,6)	(29,16)
BFS-PS	2	12.456232	12.456232	1.0	0.0	0.0	(10,24)	(1,30)
BFS-PS	2	16.944273	15.044359	1.1262874603271484	0.0	0.0	(13,18)	(21,8)
BFS-PS	2	31.455807	24.6351	1.276869535446167	0.0	0.0	(26,11)	(8,22)
BFS-PS	2	27.162277	23.88139	1.1373826265335083	0.0	0.0	(0,23)	(18,23)
BFS-PS	2	6.708204	6.708204	1.0	0.0	0.0	(24,24)	(21,18)
BFS-PS	2	39.253746	32.108532	1.2225332260131836	0.0	0.0	(25,9)	(2,28)
BFS-PS	2	15.407318	15.407318	1.0	0.0	0.0	(10,20)	(5,9)
BFS-PS	2	23.318832	21.092636	1.1055437326431274	3.1	6.539622822966678	(23,24)	(8,12)
BFS-PS	2	10.358485	10.358485	1.0	0.0	0.0	(14,16)	(23,11)
BFS-PS	2	17.886349	15.4158	1.160260796546936	0.0	0.0	(8,26)	(14,24)
BFS-PS	2	34.086052	31.005072	1.0993702411651611	0.0	0.0	(1,26)	(30,19)
BFS-PS	2	25.650282	23.662828	1.0839905738830566	0.0	0.0	(6,6)	(29,4)
BFS-PS	2	14.0	11.830952	1.1833367347717285	0.0	0.0	(16,11)	(11,4)
BFS-PS	2	32.365147	31.465593	1.0285885334014893	0.0	0.0	(25,29)	(16,0)
BFS-PS	2	40.676735	32.232704	1.2619708776474	0.0	0.0	(3,0)	(27,21)
BFS-PS	2	2.236068	2.236068	1.0	0.0	0.0	(25,26)	(26,24)
BFS-PS	2	19.029387	19.029387	1.0	0.0	0.0	(28,11)	(27,30)
BFS-PS	2	35.630875	30.977169	1.1502301692962646	0.0	0.0	(15,2)	(3,29)
BFS-PS	2	9.055386	9.055386	1.0	0.0	0.0	(3,14)	(2,23)
BFS-PS	2	21.414213	17.061771	1.2550990581512451	0.0	0.0	(21,23)	(7,23)
BFS-PS	2	22.174599	20.330294	1.090717077255249	0.0	0.0	(1,22)	(14,7)
BFS-PS	2	40.0	31.87361	1.2549567222595215	0.0	0.0	(12,27)	(27,4)
BFS-PS	2	23.242641	20.008766	1.1616228818893433	0.0	0.0	(8,18)	(4,3)
BFS-PS	2	37.859516	32.253872	1.173797607421875	0.0	0.0	(0,30)	(13,1)
BFS-PS	2	18.625118	17.074965	1.0907851457595825	1.6	5.059644256269407	(15,15)	(3,18)
BFS-PS	2	24.061771	22.92964	1.0493741035461426	0.0	0.0	(9,20)	(3,1)
BFS-PS	2	18.560623	16.95897	1.0944428443908691	0.0	0.0	(20,10)	(4,13)
BFS-PS	2	20.041595	19.140614	1.0470716953277588	0.0	0.0	(1,1)	(20,1)
BFS-PS	2	41.560623	35.12059	1.1833691596984863	0.0	0.0	(0,20)	(29,7)
BFS-PS	2	28.48111	25.30024	1.1257249116897583	0.0	0.0	(6,30)	(16,15)
BFS-PS	2	20.533127	18.667324	1.0999501943588257	0.0	0.0	(28,12)	(15,24)
BFS-PS	2	15.50827	14.7046995	1.0546472072601318	0.0	0.0	(19,0)	(26,11)
BFS-PS	2	16.24504	16.219543	1.0015720129013062	0.0	0.0	(16,1)	(14,17)
BFS-PS	2	9.082763	7.300563	1.244118094444275	0.0	0.0	(26,20)	(20,16)
BFS-PS	2	10.162277	10.162277	1.0	0.0	0.0	(15,20)	(19,27)
BFS-PS	2	13.608387	13.608387	1.0	0.0	0.0	(17,11)	(16,0)
BFS-PS	2	18.170088	16.82418	1.0799983739852905	0.0	0.0	(9,9)	(24,8)
BFS-PS	2	27.692303	25.484665	1.0866261720657349	0.0	0.0	(9,29)	(21,8)
BFS-PS	2	28.828426	24.424685	1.1802988052368164	0.0	0.0	(24,29)	(15,28)
