Algorithm	Maze	ComputedPath	OptimalPath	PathLengthRatio	Time	TimeSD	Start	End
BFS-PS	8	520.93665	381.49512	1.3655133247375488	20.3	7.631076813486631	(362,1)	(72,248)
BFS-PS	8	245.34245	201.06549	1.2202116250991821	12.3	6.498717822257966	(174,185)	(366,126)
BFS-PS	8	217.76413	167.4157	1.300739049911499	1.5	4.743416490252569	(24,456)	(96,305)
BFS-PS	8	214.07144	177.4016	1.2067053318023682	16.9	4.9766119666563045	(328,307)	(270,140)
BFS-PS	8	81.17115	68.74362	1.1807807683944702	3.1	6.539622822966678	(143,482)	(209,500)
BFS-PS	8	152.22832	121.32909	1.254672884941101	4.6	7.411702458499891	(190,274)	(236,386)
BFS-PS	8	361.73462	262.34402	1.3788559436798096	21.8	8.148619514985347	(178,135)	(0,327)
BFS-PS	8	277.45856	209.00868	1.3274977207183838	18.7	6.498717822257966	(281,368)	(424,216)
BFS-PS	8	195.98352	145.32326	1.3486039638519287	9.4	8.099382692526634	(230,151)	(347,237)
BFS-PS	8	132.01561	95.39449	1.3838913440704346	6.2	8.011103405759894	(278,161)	(338,235)
BFS-PS	8	496.25546	396.29898	1.2522249221801758	28.1	6.657493689236369	(54,117)	(193,488)
BFS-PS	8	168.17474	149.0516	1.1282987594604492	3.1	6.539622822966678	(138,17)	(167,163)
BFS-PS	8	303.19528	245.43925	1.2353169918060303	22.0	7.972173828734266	(262,311)	(496,384)
BFS-PS	8	331.979	292.93622	1.133280873298645	15.6	0.5163977794943321	(458,80)	(170,28)
BFS-PS	8	287.03677	284.62167	1.0084853172302246	18.7	6.498717822257966	(351,159)	(360,443)
BFS-PS	8	532.64026	409.40915	1.3009974956512451	23.4	8.235424835563876	(443,61)	(242,416)
BFS-PS	8	388.15576	343.4057	1.1303125619888306	15.6	0.5163977794943321	(409,71)	(70,125)
BFS-PS	8	228.41422	185.50073	1.231338620185852	4.7	7.572611467944492	(6,366)	(184,417)
BFS-PS	8	501.91666	430.7353	1.1652554273605347	28.0	6.599663291074443	(139,430)	(256,16)
BFS-PS	8	106.0263	75.99766	1.3951258659362793	1.5	4.743416490252569	(389,357)	(334,409)
BFS-PS	8	129.15161	104.30176	1.238249659538269	6.2	8.011103405759894	(184,290)	(219,192)
BFS-PS	8	279.88483	277.58838	1.0082728862762451	7.8	8.230026326405849	(104,8)	(104,285)
BFS-PS	8	415.72052	322.2361	1.2901115417480469	29.6	4.788875998951455	(397,90)	(106,227)
BFS-PS	8	611.6005	472.2078	1.2951936721801758	29.4	5.059644256269423	(468,274)	(44,67)
BFS-PS	8	146.02939	104.298454	1.4001107215881348	4.6	7.411702458499891	(471,171)	(402,249)
BFS-PS	8	383.35864	278.0258	1.3788599967956543	22.0	8.192137151629671	(470,245)	(264,431)
BFS-PS	8	329.69745	262.72647	1.2549076080322266	15.5	7.321960878829599	(129,70)	(375,162)
BFS-PS	8	133.56561	123.384544	1.0825148820877075	7.7	8.124722217473721	(260,459)	(237,338)
BFS-PS	8	216.13217	163.14139	1.324815034866333	7.9	8.332666639997866	(421,326)	(341,468)
BFS-PS	8	265.64386	206.53613	1.28618586063385	10.9	7.5343657109717395	(7,166)	(194,80)
BFS-PS	8	221.4418	208.0033	1.0646071434020996	15.6	0.5163977794943321	(408,48)	(390,255)
BFS-PS	8	355.2152	258.70438	1.3730545043945312	15.6	0.5163977794943321	(373,253)	(229,467)
BFS-PS	8	191.0	136.91934	1.394981861114502	6.3	8.138386408455508	(226,386)	(336,467)
BFS-PS	8	225.2636	225.2636	1.0	0.0	0.0	(433,69)	(430,294)
BFS-PS	8	364.5796	299.13794	1.218767523765564	12.5	6.60387091871965	(93,473)	(191,191)
BFS-PS	8	154.71033	127.26436	1.2156610488891602	1.6	5.059644256269407	(297,131)	(337,11)
BFS-PS	8	245.64737	194.99802	1.2597428560256958	15.5	7.321960878829599	(188,67)	(5,134)
BFS-PS	8	222.22969	165.63596	1.3416754007339478	14.1	8.83742043811428	(358,200)	(217,114)
BFS-PS	8	289.36984	219.00099	1.3213175535202026	11.0	7.60116950066092	(159,8)	(345,123)
BFS-PS	8	579.29987	422.3555	1.3715929985046387	31.4	0.5163977794944788	(382,280)	(66,1)
BFS-PS	8	626.0918	450.89386	1.388556957244873	31.0	0.0	(90,324)	(431,30)
BFS-PS	8	114.13931	89.55623	1.2744988203048706	4.6	7.411702458499891	(132,206)	(210,162)
BFS-PS	8	470.0089	398.22632	1.1802557706832886	24.9	7.880355321938229	(426,121)	(37,39)
BFS-PS	8	229.99081	205.16852	1.1209849119186401	12.5	6.60387091871965	(181,413)	(380,369)
BFS-PS	8	397.7229	381.5801	1.0423051118850708	20.5	7.720823214600313	(272,405)	(304,25)
BFS-PS	8	479.80893	360.12268	1.3323485851287842	29.6	5.146735750831671	(367,448)	(173,145)
BFS-PS	8	173.50603	131.49577	1.3194798231124878	10.9	7.5343657109717395	(450,418)	(389,302)
BFS-PS	8	486.1293	388.6848	1.2507030963897705	31.0	10.338708279513881	(400,367)	(258,6)
BFS-PS	8	18.770329	18.59388	1.00948965549469	0.0	0.0	(177,286)	(181,304)
BFS-PS	8	579.8334	442.33658	1.3108420372009277	26.5	7.720823214600313	(490,427)	(298,29)
BFS-PS	8	545.66504	416.01694	1.3116414546966553	29.9	4.909175083453447	(457,217)	(84,34)
BFS-PS	8	304.11493	219.01242	1.3885738849639893	18.8	6.442911695119766	(210,149)	(48,296)
BFS-PS	8	252.35655	183.04808	1.378635287284851	9.4	8.099382692526634	(220,36)	(363,150)
BFS-PS	8	308.09537	236.34476	1.3035845756530762	20.4	7.560129334578583	(341,297)	(126,393)
BFS-PS	8	143.78645	106.25215	1.3532568216323853	7.9	8.332666639997866	(296,248)	(210,186)
BFS-PS	8	70.85533	57.873047	1.2243235111236572	0.0	0.0	(8,441)	(60,466)
BFS-PS	8	339.73956	312.93115	1.085668683052063	23.3	8.124722217473725	(219,343)	(263,35)
BFS-PS	8	336.02444	248.78879	1.3506414890289307	20.1	7.766738197095495	(210,415)	(370,225)
BFS-PS	8	463.8416	337.9299	1.372597098350525	15.6	0.5163977794943321	(439,74)	(220,331)
BFS-PS	8	475.61182	348.504	1.3647241592407227	19.0	6.324555320336759	(73,499)	(350,288)
BFS-PS	8	280.32477	200.38849	1.3989065885543823	12.5	6.60387091871965	(165,465)	(24,323)
BFS-PS	8	234.5603	175.61382	1.3356597423553467	10.8	7.4654760955570225	(380,115)	(485,254)
BFS-PS	8	399.61707	293.21292	1.362890362739563	28.0	6.599663291074443	(224,316)	(396,79)
BFS-PS	8	200.54227	147.96489	1.3553369045257568	4.7	7.572611467944492	(270,477)	(390,391)
BFS-PS	8	600.3067	446.8216	1.3435041904449463	31.3	7.087547765859019	(96,219)	(477,451)
BFS-PS	8	417.94742	308.68103	1.3539782762527466	23.5	8.343327340522551	(15,400)	(199,153)
BFS-PS	8	191.33946	141.58524	1.3514082431793213	9.4	8.099382692526634	(296,200)	(394,98)
BFS-PS	8	429.444	371.7007	1.1553488969802856	20.3	7.631076813486631	(289,19)	(209,381)
BFS-PS	8	143.32935	131.34279	1.091261625289917	6.2	8.011103405759894	(399,212)	(269,229)
BFS-PS	8	268.3681	244.11143	1.0993671417236328	9.4	8.099382692526634	(208,32)	(238,274)
BFS-PS	8	263.1253	189.9832	1.3849924802780151	16.9	4.9766119666563045	(229,240)	(116,88)
BFS-PS	8	383.90912	377.05353	1.0181820392608643	15.7	0.4830458915396898	(107,6)	(483,27)
BFS-PS	8	524.0656	385.8725	1.3581315279006958	31.5	0.5270462766947299	(307,348)	(13,99)
BFS-PS	8	275.62265	221.6125	1.2437143325805664	18.7	6.498717822257966	(217,187)	(8,114)
BFS-PS	8	354.1122	253.88545	1.3947715759277344	23.4	8.016649341630623	(173,118)	(359,289)
BFS-PS	8	96.31522	73.167145	1.3163726329803467	4.7	7.572611467944492	(385,413)	(420,477)
BFS-PS	8	368.17532	280.35095	1.3132658004760742	25.0	8.192137151629671	(176,301)	(430,419)
BFS-PS	8	158.65787	120.76796	1.3137414455413818	6.2	8.011103405759894	(67,337)	(134,437)
BFS-PS	8	290.93216	273.48193	1.0638076066970825	10.7	7.394442357458593	(58,90)	(22,361)
BFS-PS	8	266.73053	234.72653	1.1363458633422852	15.5	0.5270462766947299	(290,141)	(335,371)
BFS-PS	8	272.68848	212.6141	1.2825511693954468	7.9	8.332666639997866	(500,141)	(311,47)
BFS-PS	8	266.39288	192.34683	1.3849611282348633	14.1	4.976611966656299	(70,238)	(207,372)
BFS-PS	8	232.3002	201.91028	1.1505119800567627	14.0	4.944132324730441	(343,330)	(145,369)
BFS-PS	8	305.9992	302.21326	1.0125274658203125	17.0	4.944132324730441	(140,124)	(441,106)
BFS-PS	8	483.79434	387.3062	1.2491261959075928	18.7	6.498717822257966	(0,232)	(367,355)
BFS-PS	8	338.16217	251.96753	1.3420863151550293	29.9	8.799621203968583	(151,290)	(8,83)
BFS-PS	8	90.067726	81.76128	1.1015939712524414	1.6	5.059644256269407	(233,428)	(244,347)
