Algorithm	Maze	ComputedPath	OptimalPath	PathLengthRatio	Time	TimeSD	Start	End
Dijkstra	4	33.384773	32.110413	1.0396867990493774	3.2	6.762642481555071	(51,20)	(64,44)
Dijkstra	4	103.28429	99.40131	1.039063572883606	18.8	6.442911695119766	(38,12)	(57,70)
Dijkstra	4	36.72792	35.255898	1.041752576828003	3.2	6.7461923416925424	(73,12)	(66,35)
Dijkstra	4	102.325935	97.69808	1.0473688840866089	9.3	8.014570065407957	(13,10)	(87,8)
Dijkstra	4	15.485281	15.008676	1.0317553281784058	1.5	4.743416490252569	(83,72)	(93,81)
Dijkstra	4	112.941154	109.12194	1.0349994897842407	10.9	7.5343657109717395	(92,25)	(1,21)
Dijkstra	4	38.899494	37.335262	1.041896939277649	4.7	7.572611467944492	(39,61)	(71,60)
Dijkstra	4	62.04164	59.028854	1.051039218902588	4.7	7.572611467944492	(69,68)	(14,69)
Dijkstra	4	77.35536	73.41203	1.0537149906158447	0.0	0.0	(73,84)	(48,33)
Dijkstra	4	47.79899	45.440887	1.0518938302993774	3.2	6.7461923416925424	(35,45)	(10,14)
Dijkstra	4	9.2426405	8.927446	1.0353062152862549	1.6	5.059644256269407	(93,2)	(90,10)
Dijkstra	4	75.11272	71.56989	1.0495015382766724	4.7	7.572611467944492	(60,54)	(40,10)
Dijkstra	4	102.08329	98.13567	1.0402261018753052	7.7	8.124722217473721	(5,74)	(64,31)
Dijkstra	4	130.12494	123.89395	1.05029296875	12.5	6.60387091871965	(5,6)	(86,67)
Dijkstra	4	38.04163	35.894478	1.0598185062408447	4.6	7.411702458499891	(61,72)	(31,84)
Dijkstra	4	56.55635	54.72086	1.0335427522659302	6.3	8.138386408455508	(95,38)	(57,19)
Dijkstra	4	113.74014	108.544365	1.047867774963379	15.5	7.321960878829599	(86,62)	(8,32)
Dijkstra	4	90.183784	86.267105	1.0454018115997314	9.3	8.014570065407957	(11,39)	(62,76)
Dijkstra	4	152.53915	146.5352	1.0409727096557617	12.5	6.60387091871965	(9,90)	(80,2)
