Algorithm	Maze	ComputedPath	OptimalPath	PathLengthRatio	Time	TimeSD	Start	End
AStar-PS	5	24.60128	24.60128	1.0	1.6	5.059644256269407	(7,3)	(4,22)
AStar-PS	5	75.38795	74.50988	1.011784553527832	3.1	6.539622822966678	(32,15)	(21,82)
AStar-PS	5	89.66375	88.54984	1.0125794410705566	3.2	6.7461923416925424	(13,72)	(61,2)
AStar-PS	5	40.849655	40.81366	1.0008819103240967	0.0	0.0	(47,11)	(7,15)
AStar-PS	5	32.629078	32.573254	1.001713752746582	0.0	0.0	(50,99)	(69,73)
AStar-PS	5	36.72983	36.54254	1.0051252841949463	0.0	0.0	(90,71)	(83,37)
AStar-PS	5	77.083855	76.86156	1.0028921365737915	0.0	0.0	(11,8)	(0,80)
AStar-PS	5	16.03122	16.03122	1.0	1.6	5.059644256269407	(89,81)	(88,65)
AStar-PS	5	51.382847	50.6475	1.0145189762115479	3.2	6.7461923416925424	(67,21)	(28,22)
AStar-PS	5	47.091053	46.794167	1.0063445568084717	1.6	5.059644256269407	(95,17)	(49,22)
AStar-PS	5	37.07392	36.78066	1.007973313331604	1.6	5.059644256269407	(50,46)	(80,32)
AStar-PS	5	54.306107	53.877335	1.0079582929611206	1.6	5.059644256269407	(29,44)	(81,52)
AStar-PS	5	83.43818	81.85592	1.0193297863006592	3.2	6.7461923416925424	(5,5)	(38,74)
AStar-PS	5	14.329437	14.329437	1.0	0.0	0.0	(71,17)	(62,7)
AStar-PS	5	50.05141	49.676014	1.0075569152832031	3.1	6.539622822966678	(37,65)	(75,38)
AStar-PS	5	23.792706	23.34968	1.018973469734192	1.6	5.059644256269407	(84,42)	(97,24)
AStar-PS	5	41.462845	41.457397	1.000131368637085	1.5	4.743416490252569	(3,92)	(33,65)
AStar-PS	5	53.628006	52.783466	1.0160000324249268	1.5	4.743416490252569	(27,40)	(73,60)
AStar-PS	5	82.76782	81.093475	1.0206471681594849	3.1	6.539622822966678	(94,16)	(73,94)
AStar-PS	5	61.751392	61.34572	1.0066128969192505	1.5	4.743416490252569	(59,43)	(4,19)
AStar-PS	5	77.40732	77.00514	1.0052226781845093	1.6	5.059644256269407	(30,24)	(96,44)
AStar-PS	5	19.0	18.667809	1.0177948474884033	1.6	5.059644256269407	(34,18)	(16,15)
AStar-PS	5	58.802055	58.77479	1.000463843345642	4.6	7.411702458499891	(88,49)	(49,9)
AStar-PS	5	73.527855	71.86041	1.0232038497924805	3.2	6.7461923416925424	(87,96)	(58,32)
AStar-PS	5	73.99747	73.66275	1.0045439004898071	4.6	7.411702458499891	(49,87)	(38,17)
