Algorithm	Maze	ComputedPath	OptimalPath	PathLengthRatio	Time	TimeSD	Start	End	Trails
BasicThetaStar-PS_TI	6	71.01294	70.946075	1.0009424686431885	1.22	0.6442911695119767	(79,10)	(99,78)	10
BasicThetaStar-PS_TI	6	56.091877	56.091877	1.0	1.08	0.7465476095557022	(10,0)	(39,48)	10
BasicThetaStar-PS_TI	6	37.45698	37.45698	1.0	0.78	0.8230026326405847	(62,29)	(52,65)	10
BasicThetaStar-PS_TI	6	31.979883	31.979883	1.0	0.16	0.5059644256269407	(18,61)	(48,50)	10
BasicThetaStar-PS_TI	6	91.33012	91.29656	1.000367522239685	2.0100000000000002	0.7992357460585559	(49,94)	(31,5)	10
BasicThetaStar-PS_TI	6	30.138954	30.138954	1.0	1.41	0.49766119666563013	(39,64)	(57,40)	10
BasicThetaStar-PS_TI	6	34.08627	33.94847	1.004059076309204	0.78	0.8230026326405847	(33,91)	(52,63)	10
BasicThetaStar-PS_TI	6	17.44988	17.271736	1.0103142261505127	1.4	0.49441323247304453	(94,25)	(94,42)	10
BasicThetaStar-PS_TI	6	38.183884	38.183884	1.0	0.93	0.801457006540796	(25,44)	(8,78)	10
BasicThetaStar-PS_TI	6	70.931366	70.666466	1.0037486553192139	1.5699999999999998	0.04830458915396571	(82,13)	(73,83)	10
BasicThetaStar-PS_TI	6	31.850004	31.850004	1.0	0.93	0.801457006540796	(18,54)	(28,24)	10
BasicThetaStar-PS_TI	6	58.690002	58.44799	1.0041406154632568	1.25	0.660387091871965	(22,21)	(15,79)	10
BasicThetaStar-PS_TI	6	38.37001	38.32995	1.0010452270507812	1.1	0.7601169500660919	(66,89)	(29,79)	10
BasicThetaStar-PS_TI	6	86.80581	86.69285	1.00130295753479	1.7	0.49441323247304453	(75,23)	(34,99)	10
BasicThetaStar-PS_TI	6	55.158173	55.057354	1.0018311738967896	1.24	0.6552353266829661	(41,45)	(94,31)	10
BasicThetaStar-PS_TI	6	73.157455	73.00746	1.0020544528961182	1.24	0.6552353266829661	(92,70)	(44,15)	10
BasicThetaStar-PS_TI	6	94.55919	94.524734	1.0003645420074463	1.09	0.7534365710971738	(0,14)	(45,97)	10
BasicThetaStar-PS_TI	6	59.708992	59.708992	1.0	0.78	0.8230026326405847	(26,42)	(60,91)	10
BasicThetaStar-PS_TI	6	30.203604	30.178892	1.0008188486099243	0.31	0.6539622822966679	(51,53)	(81,56)	10
BasicThetaStar-PS_TI	6	41.16558	41.16558	1.0	1.09	0.7534365710971738	(46,99)	(28,62)	10
BasicThetaStar-PS_TI	6	48.83646	48.83646	1.0	0.78	0.8230026326405847	(30,51)	(78,42)	10
BasicThetaStar-PS_TI	6	69.0907	69.021805	1.0009981393814087	1.41	0.49766119666563013	(96,30)	(38,67)	10
BasicThetaStar-PS_TI	6	61.085346	61.085346	1.0	0.62	0.8011103405759895	(14,56)	(75,59)	10
BasicThetaStar-PS_TI	6	19.760925	19.760925	1.0	0.78	0.8230026326405847	(63,18)	(46,8)	10
BasicThetaStar-PS_TI	6	67.95032	67.95032	1.0	0.9400000000000001	0.8099382692526633	(92,8)	(34,43)	10
BasicThetaStar-PS_TI	6	62.889915	62.833744	1.0008939504623413	1.4	0.49441323247304453	(28,78)	(37,16)	10
BasicThetaStar-PS_TI	6	71.06749	71.06749	1.0	1.55	0.05270462766947149	(11,65)	(80,82)	10
BasicThetaStar-PS_TI	6	45.80616	45.80616	1.0	0.9400000000000001	0.8099382692526633	(57,91)	(18,67)	10
BasicThetaStar-PS_TI	6	61.2593	61.2593	1.0	1.09	0.7534365710971738	(86,29)	(26,40)	10
BasicThetaStar-PS_TI	6	22.186539	22.186539	1.0	1.25	0.660387091871965	(64,2)	(43,9)	10
BasicThetaStar-PS_TI	6	78.17537	78.17537	1.0	1.41	0.49766119666563013	(23,17)	(53,89)	10
BasicThetaStar-PS_TI	6	70.14125	70.14125	1.0	0.78	0.8230026326405847	(93,83)	(37,41)	10
